x,y,z,a,b,c
11733340.00000000,6983327.50000000,328.24700928,-0.063349,-0.081131,0.994688
11733335.00000000,6983322.50000000,327.44601440,-0.052114,-0.089813,0.994594
11733352.00000000,6983338.50000000,330.12298584,-0.169687,-0.101324,0.980276
11733347.00000000,6983333.50000000,329.40798950,-0.099930,-0.086146,0.991258
11733342.00000000,6983328.00000000,328.53500366,-0.068075,-0.081467,0.994348
11733337.00000000,6983322.50000000,327.68899536,-0.059017,-0.087968,0.994374
11733356.00000000,6983340.50000000,330.45098877,-0.223678,-0.102361,0.969273
11733351.00000000,6983335.50000000,329.89300537,-0.147777,-0.099720,0.983981
11733346.00000000,6983330.50000000,329.04000854,-0.085284,-0.085284,0.992700
11733341.00000000,6983325.00000000,328.16101074,-0.065841,-0.083696,0.994314
11733336.00000000,6983320.00000000,327.36700439,-0.056900,-0.092602,0.994076
11733357.00000000,6983340.00000000,330.47100830,-0.236647,-0.106172,0.965777
11733352.00000000,6983334.50000000,329.93301392,-0.161053,-0.098085,0.982060
11733347.00000000,6983329.00000000,329.00799561,-0.087920,-0.087920,0.992240
11733342.00000000,6983323.50000000,328.08200073,-0.065975,-0.086103,0.994099
11733337.00000000,6983318.50000000,327.22900391,-0.059387,-0.093002,0.993893
11733369.00000000,6983341.00000000,347.22299194,-0.683495,-0.089279,0.724475
11733359.00000000,6983339.50000000,330.57598877,-0.267082,-0.108136,0.957587
11733354.00000000,6983334.50000000,330.11599731,-0.186523,-0.102526,0.977086
11733349.00000000,6983329.00000000,329.23098755,-0.110245,-0.089356,0.989880
11733344.00000000,6983323.50000000,328.35101318,-0.068353,-0.086282,0.993923
11733339.00000000,6983318.00000000,327.46600342,-0.061757,-0.093197,0.993731
11733374.00000000,6983342.50000000,350.44400024,-0.718104,-0.073987,0.691991
11733366.00000000,6983342.50000000,332.58999634,-0.456874,-0.096998,0.884227
11733361.00000000,6983338.50000000,330.58898926,-0.307108,-0.110346,0.945256
11733356.00000000,6983333.50000000,330.14300537,-0.215398,-0.102031,0.971181
11733351.00000000,6983328.00000000,329.40798950,-0.133863,-0.091216,0.986793
11733346.00000000,6983322.50000000,328.45599365,-0.080402,-0.084932,0.993137
11733341.00000000,6983317.50000000,327.55801392,-0.064267,-0.095837,0.993320
11733336.00000000,6983312.00000000,326.57299805,-0.059375,-0.095223,0.993684
11733370.00000000,6983337.50000000,347.34698486,-0.697128,-0.086228,0.711743
11733362.00000000,6983337.00000000,330.58200073,-0.332132,-0.106229,0.937232
11733357.00000000,6983332.00000000,330.08999634,-0.235546,-0.103131,0.966376
11733352.00000000,6983326.50000000,329.35501099,-0.149204,-0.089522,0.984746
11733347.00000000,6983321.50000000,328.39099121,-0.087739,-0.085460,0.992471
11733342.00000000,6983316.00000000,327.47900391,-0.066647,-0.098276,0.992925
11733337.00000000,6983311.00000000,326.50799561,-0.061495,-0.090566,0.993990
11733371.00000000,6983335.50000000,347.74099731,-0.707745,-0.079930,0.701932
11733362.00000000,6983335.50000000,330.54299927,-0.334616,-0.103476,0.936656
11733357.00000000,6983330.00000000,330.03100586,-0.238071,-0.098029,0.966288
11733352.00000000,6983324.50000000,329.23098755,-0.148567,-0.084386,0.985295
11733347.00000000,6983319.50000000,328.23999023,-0.090390,-0.088102,0.992002
11733342.00000000,6983314.00000000,327.29501343,-0.066647,-0.098276,0.992925
11733337.00000000,6983308.50000000,326.25799561,-0.061383,-0.085936,0.994408
11733372.00000000,6983334.50000000,348.61401367,-0.719656,-0.070952,0.690696
11733364.00000000,6983334.50000000,330.57598877,-0.386174,-0.103071,0.916649
11733359.00000000,6983329.50000000,330.10299683,-0.277016,-0.097541,0.955902
11733354.00000000,6983324.00000000,329.34201050,-0.178540,-0.086233,0.980147
11733349.00000000,6983319.00000000,328.40399170,-0.110267,-0.087053,0.990082
11733344.00000000,6983313.50000000,327.45901489,-0.073903,-0.096642,0.992572
11733339.00000000,6983308.50000000,326.44198608,-0.063618,-0.083709,0.994457
11733374.00000000,6983333.00000000,349.35501099,-0.734023,-0.058894,0.676566
11733365.00000000,6983333.50000000,330.52301025,-0.414300,-0.098379,0.904808
11733360.00000000,6983328.00000000,330.08401489,-0.298841,-0.098736,0.949181
11733355.00000000,6983323.00000000,329.36199951,-0.187320,-0.089375,0.978225
11733350.00000000,6983318.00000000,328.42999268,-0.122861,-0.085418,0.988741
11733345.00000000,6983313.00000000,327.51199341,-0.078618,-0.094569,0.992409
11733340.00000000,6983307.50000000,326.44900513,-0.063360,-0.078922,0.994865
11733335.00000000,6983302.50000000,325.52301025,-0.073867,-0.058432,0.995555
11733367.00000000,6983334.50000000,330.54299927,-0.461252,-0.100150,0.881599
11733362.00000000,6983329.50000000,330.27398682,-0.345160,-0.098042,0.933409
11733357.00000000,6983324.00000000,329.55899048,-0.228138,-0.092011,0.969271
11733352.00000000,6983318.50000000,328.65301514,-0.141222,-0.086632,0.986180
11733347.00000000,6983313.50000000,327.72799683,-0.095734,-0.095734,0.990793
11733342.00000000,6983308.00000000,326.60598755,-0.065853,-0.081480,0.994497
11733336.00000000,6983302.50000000,325.63500977,-0.073705,-0.058304,0.995574
11733366.00000000,6983332.50000000,330.47698975,-0.439114,-0.093399,0.893563
11733361.00000000,6983327.00000000,330.04400635,-0.323419,-0.099821,0.940976
11733356.00000000,6983322.00000000,329.29598999,-0.199119,-0.090284,0.975808
11733351.00000000,6983316.50000000,328.39099121,-0.131228,-0.091032,0.987164
11733346.00000000,6983311.50000000,327.41299438,-0.085794,-0.094945,0.991779
11733341.00000000,6983306.00000000,326.33099365,-0.065051,-0.067256,0.995613
11733335.00000000,6983300.50000000,325.33300781,-0.077623,-0.044824,0.995975
11733367.00000000,6983332.50000000,330.47698975,-0.469290,-0.094422,0.877981
11733362.00000000,6983327.00000000,330.10998535,-0.346805,-0.101208,0.932461
11733357.00000000,6983322.00000000,329.38800049,-0.216371,-0.093803,0.971794
11733352.00000000,6983316.50000000,328.53500366,-0.141524,-0.089196,0.985908
11733347.00000000,6983311.50000000,327.53100586,-0.095755,-0.093448,0.991009
11733342.00000000,6983306.00000000,326.44198608,-0.067246,-0.067246,0.995468
11733337.00000000,6983301.00000000,325.41198730,-0.075285,-0.044734,0.996158
11733369.00000000,6983332.00000000,330.46398926,-0.507212,-0.101442,0.855830
11733364.00000000,6983326.50000000,330.05700684,-0.398565,-0.100676,0.911597
11733359.00000000,6983321.00000000,329.39498901,-0.264720,-0.096849,0.959450
11733353.00000000,6983315.50000000,328.54199219,-0.152219,-0.092290,0.984028
11733348.00000000,6983310.00000000,327.45199585,-0.103078,-0.093812,0.990240
11733343.00000000,6983305.00000000,326.31100464,-0.069451,-0.065041,0.995463
11733338.00000000,6983299.50000000,325.24798584,-0.074506,-0.033474,0.996659
11733371.00000000,6983331.50000000,330.34600830,-0.536327,-0.108422,0.837017
11733366.00000000,6983326.00000000,330.12298584,-0.442897,-0.108264,0.890012
11733361.00000000,6983320.50000000,329.51300049,-0.313167,-0.096461,0.944787
11733356.00000000,6983315.50000000,328.68600464,-0.180136,-0.094357,0.979106
11733350.00000000,6983310.00000000,327.64898682,-0.116352,-0.097548,0.988406
11733345.00000000,6983305.00000000,326.55999756,-0.071960,-0.065318,0.995266
11733340.00000000,6983299.50000000,325.41799927,-0.069758,-0.033269,0.997009
11733335.00000000,6983294.00000000,324.46701050,-0.100246,-0.009701,0.994915
11733371.00000000,6983330.00000000,330.30700684,-0.534093,-0.111450,0.838048
11733366.00000000,6983325.00000000,330.06399536,-0.438223,-0.111317,0.891947
11733361.00000000,6983319.50000000,329.45401001,-0.307538,-0.098993,0.946372
11733356.00000000,6983314.50000000,328.63400269,-0.180094,-0.096785,0.978876
11733351.00000000,6983309.00000000,327.57101440,-0.124164,-0.098148,0.987396
11733346.00000000,6983304.00000000,326.46798706,-0.074326,-0.065451,0.995084
11733341.00000000,6983299.00000000,325.36599731,-0.067343,-0.028861,0.997312
11733336.00000000,6983293.50000000,324.38198853,-0.097487,-0.005356,0.995222
11733335.00000000,6983284.50000000,338.47601318,-0.140362,0.037658,0.989384
11733373.00000000,6983330.50000000,330.51699829,-0.560152,-0.124968,0.818910
11733368.00000000,6983325.00000000,330.16198730,-0.475173,-0.122023,0.871390
11733363.00000000,6983319.50000000,329.56500244,-0.351522,-0.109936,0.929702
11733358.00000000,6983314.50000000,328.75201416,-0.226191,-0.097300,0.969211
11733353.00000000,6983309.00000000,327.67599487,-0.145390,-0.102134,0.984089
11733347.00000000,6983303.50000000,326.54000854,-0.078911,-0.065574,0.994723
11733342.00000000,6983298.50000000,325.40499878,-0.062554,-0.026506,0.997690
11733337.00000000,6983293.00000000,324.37500000,-0.092647,-0.003195,0.995694
11733373.00000000,6983327.00000000,330.26699829,-0.528975,-0.162418,0.832950
11733375.00000000,6983317.50000000,352.20300293,-0.760031,-0.095187,0.642878
11733368.00000000,6983322.00000000,329.93899536,-0.463075,-0.137047,0.875659
11733364.00000000,6983318.00000000,329.39498901,-0.358067,-0.119356,0.926036
11733359.00000000,6983312.50000000,328.59399414,-0.240179,-0.109172,0.964570
11733354.00000000,6983307.50000000,327.44601440,-0.148128,-0.099956,0.983904
11733349.00000000,6983302.50000000,326.38900757,-0.083883,-0.065988,0.994288
11733344.00000000,6983297.00000000,325.26098633,-0.055177,-0.013534,0.998385
11733338.00000000,6983292.00000000,324.28298950,-0.087863,-0.001059,0.996132
11733341.00000000,6983282.50000000,345.41799927,0.011133,0.300580,0.953692
11733340.00000000,6983276.50000000,355.95001221,0.952299,-0.298635,0.062803
11733337.00000000,6983276.00000000,350.23498535,0.258227,0.965600,0.030596
11733373.00000000,6983315.00000000,347.29501343,-0.698872,-0.189760,0.689615
11733371.00000000,6983313.00000000,346.58599854,-0.679841,-0.192699,0.707590
11733364.00000000,6983315.00000000,329.09899902,-0.334053,-0.126804,0.933986
11733359.00000000,6983310.00000000,328.33200073,-0.226133,-0.116260,0.967134
11733354.00000000,6983304.50000000,327.17001343,-0.133550,-0.091003,0.986855
11733349.00000000,6983299.50000000,325.96301270,-0.068607,-0.049005,0.996439
11733344.00000000,6983294.50000000,324.92001343,-0.050193,-0.001024,0.998739
11733342.00000000,6983286.50000000,334.92599487,-0.051547,0.026299,0.998324
11733337.00000000,6983287.00000000,323.75201416,-0.101747,-0.025163,0.994492
11733336.00000000,6983286.00000000,323.58801270,-0.109645,-0.032118,0.993452
11733340.00000000,6983276.50000000,349.10000610,0.975404,0.205413,0.079951
11733336.00000000,6983276.00000000,342.30801392,-0.228688,-0.111150,0.967134
11733373.00000000,6983307.00000000,354.56500244,-0.784469,-0.167777,0.597043
11733365.00000000,6983312.50000000,328.87600708,-0.342861,-0.136318,0.929443
11733360.00000000,6983307.00000000,327.87899780,-0.221689,-0.121737,0.967488
11733355.00000000,6983301.50000000,326.66500854,-0.130672,-0.085938,0.987694
11733349.00000000,6983296.50000000,325.43798828,-0.058445,-0.030816,0.997815
11733344.00000000,6983291.00000000,324.56500244,-0.048149,-0.003073,0.998835
11733339.00000000,6983285.50000000,323.74499512,-0.088136,-0.031555,0.995609
11733340.00000000,6983279.00000000,337.07901001,-0.085223,-0.052019,0.995003
11733336.00000000,6983268.50000000,348.42401123,-0.376182,-0.760507,0.529261
11733370.00000000,6983306.50000000,344.13900757,-0.600158,-0.278588,0.749799
11733363.00000000,6983307.00000000,328.10198975,-0.287638,-0.132447,0.948537
11733357.00000000,6983302.00000000,326.87500000,-0.155588,-0.097695,0.982979
11733352.00000000,6983297.00000000,325.65499878,-0.075598,-0.049303,0.995919
11733347.00000000,6983291.50000000,324.83401489,-0.035510,-0.005073,0.999356
11733343.00000000,6983287.00000000,324.31600952,-0.057607,-0.017806,0.998181
11733341.00000000,6983285.00000000,323.93600464,-0.072053,-0.031187,0.996913
11733339.00000000,6983282.50000000,323.60699463,-0.091830,-0.047574,0.994638
11733336.00000000,6983279.50000000,323.29299927,-0.118740,-0.072627,0.990266
11733337.00000000,6983269.00000000,343.53500366,-0.219868,-0.399893,0.889800
11733372.00000000,6983304.00000000,350.95599365,-0.715609,-0.289765,0.635563
11733365.00000000,6983308.00000000,328.43701172,-0.321143,-0.143489,0.936097
11733360.00000000,6983303.00000000,327.19601440,-0.199659,-0.114270,0.973180
11733355.00000000,6983298.00000000,325.95599365,-0.105914,-0.069470,0.991946
11733349.00000000,6983292.50000000,325.05700684,-0.037996,-0.013350,0.999189
11733349.00000000,6983282.50000000,342.74099731,0.078457,0.092102,0.992654
11733348.00000000,6983280.00000000,344.89300537,0.172243,0.120198,0.977694
11733344.00000000,6983279.50000000,338.59399414,-0.013297,-0.033755,0.999342
11733338.00000000,6983280.50000000,323.52200317,-0.102994,-0.064513,0.992588
11733341.00000000,6983272.00000000,344.65100098,-0.014289,-0.401391,0.915795
11733336.00000000,6983271.00000000,336.48098755,-0.156071,-0.168760,0.973223
11733364.00000000,6983306.00000000,328.04299927,-0.300984,-0.139019,0.943442
11733359.00000000,6983301.00000000,326.80300903,-0.178445,-0.104606,0.978374
11733353.00000000,6983295.50000000,325.57598877,-0.075277,-0.046912,0.996059
11733348.00000000,6983290.50000000,324.84799194,-0.029369,-0.007089,0.999544
11733348.00000000,6983280.00000000,343.70599365,0.116466,0.072647,0.990534
11733345.00000000,6983279.00000000,339.51901245,0.013296,-0.035798,0.999271
11733339.00000000,6983280.00000000,323.69900513,-0.093588,-0.066526,0.993386
11733335.00000000,6983276.00000000,322.91900635,-0.128846,-0.095748,0.987031
11733336.00000000,6983269.50000000,336.65200806,-0.161451,-0.195033,0.967417
11733371.00000000,6983304.00000000,343.25299072,-0.578328,-0.288368,0.763139
11733364.00000000,6983304.50000000,327.72100830,-0.290722,-0.135313,0.947191
11733359.00000000,6983299.50000000,326.50799561,-0.169728,-0.098906,0.980515
11733354.00000000,6983294.00000000,325.43798828,-0.072956,-0.044645,0.996335
11733349.00000000,6983289.00000000,324.82101440,-0.025268,-0.011118,0.999619
11733346.00000000,6983281.50000000,333.66598511,-0.019474,-0.031773,0.999305
11733346.00000000,6983275.50000000,343.71899414,0.127313,-0.129738,0.983341
11733340.00000000,6983279.00000000,324.18499756,-0.086835,-0.073302,0.993522
11733342.00000000,6983271.00000000,343.44299316,0.013823,-0.330487,0.943709
11733338.00000000,6983271.50000000,333.56201172,-0.115873,-0.150025,0.981869
11733373.00000000,6983301.50000000,347.32800293,-0.646975,-0.319434,0.692377
11733362.00000000,6983300.50000000,326.92098999,-0.220185,-0.115820,0.968558
11733357.00000000,6983295.50000000,325.68701172,-0.115710,-0.067593,0.990981
11733352.00000000,6983290.00000000,325.08401489,-0.036162,-0.021697,0.999110
11733347.00000000,6983284.50000000,324.47399902,-0.030023,-0.032093,0.999034
11733344.00000000,6983281.50000000,324.00799561,-0.052712,-0.052712,0.997218
11733338.00000000,6983276.00000000,323.40399170,-0.105830,-0.096527,0.989688
11733339.00000000,6983270.00000000,334.28298950,-0.101365,-0.167314,0.980679
11733368.00000000,6983304.50000000,328.01699829,-0.333857,-0.156539,0.929535
11733363.00000000,6983299.50000000,326.65798950,-0.226133,-0.116260,0.967134
11733358.00000000,6983294.50000000,325.62799072,-0.120775,-0.067864,0.990357
11733353.00000000,6983289.00000000,325.09698486,-0.038380,-0.025933,0.998927
11733348.00000000,6983283.50000000,324.51300049,-0.023810,-0.038303,0.998982
11733347.00000000,6983278.50000000,333.01000977,-0.024387,-0.062558,0.997743
11733345.00000000,6983274.50000000,335.08401489,-0.029956,-0.114278,0.992997
11733340.00000000,6983275.00000000,323.47000122,-0.088810,-0.102650,0.990745
11733338.00000000,6983273.00000000,322.97799683,-0.104824,-0.111891,0.988176
11733374.00000000,6983300.00000000,343.91500854,-0.589059,-0.309778,0.746356
11733365.00000000,6983299.50000000,326.85501099,-0.256767,-0.132992,0.957279
11733360.00000000,6983294.50000000,325.72000122,-0.148596,-0.082025,0.985490
11733355.00000000,6983289.00000000,325.21499634,-0.060816,-0.033076,0.997601
11733350.00000000,6983284.00000000,324.69699097,-0.019512,-0.033890,0.999235
11733348.00000000,6983277.50000000,332.44601440,-0.031125,-0.069763,0.997078
11733346.00000000,6983273.50000000,335.52999878,-0.030249,-0.126597,0.991493
11733341.00000000,6983274.00000000,323.31900024,-0.079424,-0.107050,0.991076
11733343.00000000,6983269.00000000,335.22799683,-0.043728,-0.183185,0.982106
11733337.00000000,6983270.00000000,322.59698486,-0.110871,-0.125177,0.985920
11733370.00000000,6983302.50000000,327.52398682,-0.330181,-0.165787,0.929244
11733365.00000000,6983297.50000000,326.39599609,-0.239775,-0.123128,0.962989
11733360.00000000,6983292.00000000,325.52301025,-0.131039,-0.066099,0.989171
11733354.00000000,6983286.50000000,325.09698486,-0.042699,-0.026036,0.998749
11733349.00000000,6983281.00000000,324.42800903,-0.022045,-0.053538,0.998322
11733344.00000000,6983275.50000000,323.49600220,-0.054774,-0.097251,0.993752
11733341.00000000,6983272.00000000,323.10198975,-0.080050,-0.119495,0.989602
11733337.00000000,6983267.50000000,322.45901489,-0.109408,-0.135858,0.984669
11733370.00000000,6983300.00000000,327.11099243,-0.316742,-0.167362,0.933630
11733364.00000000,6983295.00000000,326.00201416,-0.210475,-0.107128,0.971712
11733359.00000000,6983289.50000000,325.47698975,-0.114261,-0.050908,0.992146
11733354.00000000,6983284.00000000,325.01098633,-0.040620,-0.026038,0.998835
11733349.00000000,6983278.50000000,324.19799805,-0.028919,-0.069619,0.997154
11733344.00000000,6983273.50000000,323.28601074,-0.055448,-0.109765,0.992410
11733340.00000000,6983269.00000000,322.71499634,-0.085938,-0.130672,0.987694
